petrol_usd_liter
2.196
2.552
1.031
0.368
2.102
1.518
1.66
1.3
1.253
0.541
0.79
2.481
2.578
1.111
1.233
2.214
0.098
1.233
1.595
0.734
0.327
1.395
2.401
1.148
1.387
2.391
2.283
0.775
2.296
1.196
0.106
2.156
0.784
2.073
1.917
0.124
1.589
1.842
2.201
2.234
0.103
1.749
0.01
0.078
0.066
0.015
1.621
1.244
1.212
1.078
2.141
1.351
1.4
0.326
0.868
1.019
2.395
2.273
1.304
1.217
0.527
2.325
1.074
0.76
0.924
2.229
1.134
2.044
0.816
2.41
2.438
2.486
0.37
1.22
0.828
2.398
0.374
0.301
1.503
0.472
0.695
2.165
1.033
0.843
0.111
2.255
2.914
2.058
0.909
0.735
1.815
1.214
0.326
1.316
0.01
1.267
1.049
0.319
0.392
0.805
2.177
0.838
0.104
1.349
1.475
2.277
0.106
0.285
2.016
0.334
0.725
1.753
0.855
1.168
1.234
0.795
1.58
1.929
1.996
2.375
1.949
0.309
0.066
0.01
1.06
0.707
0.907
2.123
0.712
0.393
2.337
0.336
1.015
1.142
0.111
0.696
0.32
0.787
1.395
0.363
1.001
0.097
2.366
2.246
1.546
0.114
2.128
0.718
2.135
0.695
0.5
0.97
0.84
1.298
1.279
0.014
0.117
0.098
1.133
0.886
1.735
0.243
1.201
2.109
1.692
1.277
0.362
2.113
1.326
1.183
0.418
0.835
1.432
2.221
1.257
1.178
1.854
2.305
1.193
0.79
2.278
2.103
1.04
1.103
0.088
1.754
2.08
0.288
0.774
2.799
1.69
1.932
0.31
0.867
0.01
2.159
0.029
0.772
2.032
1.977
1.089
0.749
2.213
0.168
0.659
2.142
2.172
1.743
0.111
0.985
0.324
0.669
0.085
0.34
1.058
1.085
2.233
0.125
0.981
0.79
0.227
1.978
0.947
0.708
1.333
1.585
0.121
1.953
0.23
2.102
1.415
1.113
2.027
0.413
1.599
0.049
1.873
0.652
1.012
0.087
1.163
0.865
0.84
1.836
0.01
0.75
1.047
2.277
2.642
0.675
1.505
1.651
0.294
0.794
1.823
0.03
1.158
1.859
1.218
1.283
0.478
1.356
1.631
1.181
2.069
0.888
0.347
0.76
1.239
0.344
1.966
0.32
1.204
2.001
1.144
1.937
0.25
0.637
0.641
0.451
0.231
0.094
0.247
1.009
1.882
2.105
1.307
0.709
0.087
0.866
0.759
0.623
1.976
0.324
1.843
0.715
0.293
1.049
1.734
1.093
0.857
1.565
0.69
1.073
0.789
1.674
0.944
2.146
1.381
1.724
1.749
1.03
0.436
1.04
0.76
1.272
1.817
2.044
0.351
0.092
2.059
1.035
0.228
1.903
0.653
1.517
1.36
0.265
0.01
1.645
1.921
0.127
2.069
1.52
0.605
2.504
1.056
1.863
1.237
0.053
1.135
0.266
0.946
0.72
0.942
0.302
0.639
0.076
2.025
1.918
0.097
1.106
0.715
1.175
0.036
0.928
0.024
1.896
0.796
1.523
1.544
2.127
0.053
1.831
0.098
1.066
0.929
1.595
1.977
0.354
0.965
0.717
1.095
1.581
1.078
0.279
0.757
1.101
0.996
0.643
0.775
0.249
1.77
0.083
2.212
1.032
0.026
1.175
2.052
1.72
2.548
1.928
0.098
0.816
0.461
1.952
1.955
0.256
1.006
1.493
0.01
0.041
0.873
1.199
0.709
0.754
1.358
0.117
0.648
2.092
0.665
0.27
1.166
1.889
1.288
0.783
1.808
2.101
2.015
0.791
0.28
0.274
0.017
1.295
1.964
1.231
1.883
0.441
1.785
1.449
0.081
1.895
1.031
1.082
1.154
0.346
0.611
0.647
0.336
0.915
2.155
0.704
0.421
1.206
0.766
1.979
0.259
2.183
1.731
1.84
2.107
0.04
2.219
2.659
0.346
1.992
0.649
1.847
2.09
1.031
0.082
0.378
1.484
0.71
0.941
1.219
0.833
0.838
1.347
2.261
0.704
2.172
0.28
0.75
1.421
0.063
1.967
0.098
0.015
0.744
2.013
1.603
0.051
0.831
0.996
1.202
2.205
0.658
1.099
0.129
1.105
1.055
0.355
1.148
1.381
0.255
2.007
0.769
1.636
0.932
0.686
1.646
1.014
0.752
2.004
1.998
0.3
0.312
0.106
1.873
1.115
1.933
0.101
1.183
1.123
0.455
0.969
1.617
1.272
1.061
0.735
0.38
1.799
0.119
1.063
2.036
2.292
1.192
0.01
0.291
1.044
1.605
1.245
0.074
0.476
1.682
0.84
0.769
0.807
0.322
1.151
1.182
1.033
1.833
0.756
1.202
2.135
1.284
1.111
1.139
1.893
0.993
1.863
1.752
0.051
1.22
0.056
1.512
0.297
2.183
1.975
0.717
1.938
0.62
0.9
0.261
2.022
1.14
0.753
0.083
0.435
0.306
2.259
0.01
0.736
1.987
1.97
0.665
1.372
0.125
1.09
0.105
0.704
0.794
1.396
2.176
0.954
1.453
0.134
0.851
0.339
2.303
0.391
0.268
1.649
2.033
1.012
2.042
2.151
0.656
1.662
0.667
0.357
0.12
2.051
2.681
2.363
0.073
0.113
0.36
0.802
0.093
0.723
0.086
2.28
1.079
0.327
2.132
0.802
1.179
1.122
1.155
0.361
0.104
1.853
2.18
0.675
0.876
0.714
1.161
2.75
1.716
1.243
0.366
1.028
0.013
1.966
1.056
2.077
1.675
2.019
0.36
1.32
1.527
0.01
2.278
0.842
1.93
2.016
1.431
0.304
0.808
0.838
0.79
0.956
1.233
1.161
0.637
2.028
2.047
0.447
1.931
0.236
0.746
0.27
1.803
1.218
2.095
1.112
1.109
0.292
0.712
2.22
1.655
0.485
0.032
0.83
2.225
1.488
1.701
0.089
1.396
0.948
2.09
2.145
0.995
1.279
0.123
1.552
0.278
1.303
0.929
0.123
0.099
2.05
1.114
2.367
1.951
0.04
1.74
0.045
1.698
1.18
2.109
0.708
0.685
2.135
0.886
0.672
2.286
1.182
2.793
1.732
1.279
0.373
1.827
0.12
0.494
1.015
2.112
0.258
0.01
1.1
2.122
1.332
2.011
0.259
0.367
1.194
0.099
0.808
0.099
0.286
0.73
0.31
1.066
1.236
1.969
0.423
0.739
1.141
0.811
0.805
2.177
2.345
1.065
0.369
2.168
0.789
0.114
2.229
1.927
1.764
1.2
0.106
1.206
2.239
1.462
2.092
0.796
1.533
1.256
0.831
2.297
1.418
1.003
0.342
0.946
2.426
0.866
2.092
0.852
0.084
1.772
1.908
0.687
1.2
2.397
1.064
0.31
1.177
2.857
2.294
1.711
0.808
0.06
2.123
0.832
2.042
2.135
1.204
1.214
1.793
0.058
1.365
0.01
0.451
0.324
2.214
2.378
1.503
2.246
1.776
1.275
0.724
0.4
0.82
1.064
0.852
0.038
0.779
1.64
1.992
1.992
1.305
0.3
0.361
0.974
2.215
1.556
1.957
0.319
0.778
0.378
0.697
2.28
0.105
2.473
0.908
1.254
1.161
0.686
1.102
2.173
0.851
0.083
2.426
0.117
1.351
0.383
1.069
1.269
0.534
2.406
2.217
0.301
0.112
1.45
1.231
0.92
1.085
0.01
1.83
2.423
0.305
1.105
0.843
2.254
1.326
2.378
0.508
1.927
0.183
0.123
0.092
0.368
1.385
0.328
0.044
1.194
1.644
2.061
2.436
1.499
0.895
1.275
1.213
0.325
0.404
2.089
0.786
1.229
1.086
1.332
1.789
0.465
1.029
0.819
1.248
0.029
2.209
0.734
0.012
0.068
2.096
1.662
1.568
0.286
1.049
2.194
0.904
2.132
0.089
1.407
0.774
2.264
1.131
2.485
1.873
1.261
1.365
1.122
1.85
2.927
0.41
0.946
0.76
0.014
0.305
2.234
2.176
0.731
0.981
0.872
0.851
1.316
0.326
2.323
0.103
0.913
2.283
2.525
2.574
2.374
1.143
2.236
0.103
0.105
1.095
2.291
0.121
3.004
2.342
0.74
0.384
0.776
0.348
0.089
0.263
0.744
1.559
1.834
0.333
0.826
0.076
0.054
0.391
1.564
1.204
0.877
2.553
0.867
0.455
0.897
1.888
0.12
1.634
2.315
2.535
0.308
2.245
2.424
2.591
0.026
1.268
1.208
2.345
2.159
2.23
2.478
0.877
1.693
0.021
2.13
1.14
0.309
2.075
1.345
0.928
1.277
0.895
0.823
2.392
1.332
1.339
1.265
0.976
0.334
2.319
0.01
1.022
2.123
1.177
1.366
1.432
1.885
0.525
1.988
0.959
1.298
2.518
1.843
1.165
0.742
0.319
1.43
2.443
3.123
1.015
0.903
2.6
2.351
0.726
1.016
0.413
1.206
2.293
0.786
1.62
0.017
1.387
0.077
0.36
0.357
2.397
1.479
0.012
0.921
2.305
1.931
0.779
1.75
1.192
1.444
2.609
2.17
0.102
0.085
1.255
1.084
1.149
0.952
1.894
0.919
2.357
0.542
0.394
1.4
0.144
2.321
0.799
1.132
0.033
0.919
2.317
2.55
0.526
1.609
0.255
1.274
0.781
1.259
1.688
2.133
2.159
0.354
2.541
0.075
0.137
1.075
0.86
2.384
2.247
0.427
2.036
0.36
2.49
1.331
0.409
0.108
1.368
2.648
1.31
1.454
0.877
1.891
1.34
1.892
2.433
2.598
0.125
0.01
1.031
0.793
0.457
2.41
0.317
0.523
2.659
0.111
2.265
2.352
1.042
1.334
0.339
0.917
0.397
0.02
0.393
0.908
0.993
1.652
0.932
1.448
2.46
0.28
2.354
1.384
0.145
0.941
1.512
2.371
0.863
1.742
1.289
1.929
0.132
1.25
3.22
0.311
0.537
0.071
2.195
2.226
2.531
0.785
1.543
1.424
2.261
0.937
1.099
1.368
2.109
0.01
1.434
2.519
1.797
1.287
1.243
0.116
0.831
0.431
1.997
0.051
1.188
0.339
0.925
1.636
1.175
2.409
1.391
1.152
1.359
2.686
2.652
0.811
2.769
1.966
2.578
1.999
2.778
2.517
0.924
1.009
1.443
0.347
1.351
0.945
2.369
0.987
2.248
1.29
1.246
2.017
1.487
1.463
0.322
1.879
1.33
0.881
0.943
2.527
0.082
0.414
0.12
2.574
0.842
2.727
1.364
1.17
2.469
2.675
0.136
0.356
1.214
0.428
0.791
0.031
1.413
0.808
0.433
1.544
0.01
1.092
1.233
0.914
2.296
0.797
0.33
0.134
2.43
0.556
2.217
0.148
1.645
1.793
0.836
1.049
3.241
2.657
2.392
0.514
1.367
1.337
1.943
2.378
0.257
2.425
0.946
0.136
2.133
2.008
0.079
1.326
2.486
1.985
0.021
2.349
0.421
1.531
2.619
1.681
2.428
0.355
1.75
0.363
1.835
0.929
2.449
2.006
0.308
1.389
0.618
1.349
2.329
2.675
0.975
2.531
2.578
0.02
0.949
0.327
0.806
1.18
0.01
2.53
0.909
2.234
1.158
1.396
0.139
0.157
2.083
0.118
1.558
0.098
2.646
2.327
2.828
2.722
1.414
2.794
1.516
1.211
2.468
2.563
0.461
1.363
0.42
1.401
2.804
2.274
1.586
0.884
2.051
1.392
3.281
0.857
0.064
0.104
2.459
0.992
0.427
0.416
1.54
0.548
1.489
1.259
2.624
1.812
2.044
2.402
0.095
0.992
0.964
0.379
1.263
1.265
0.184
0.75
0.874
1.079
1.056
1.667
2.672
2.539
0.146
2.306
0.334
2.053
2.083
1.257
1.213
1.745
0.947
0.167
1.756
0.816
0.065
0.588
1.766
0.383
0.471
0.32
2.499
2.487
2.817
0.011
0.897
0.069
0.026
0.839
2.526
0.098
2.341
0.926
1.574
1.32
0.966
1.336
1.034
1.42
1.489
1.225
0.558
2.486
3.345
0.353
2.475
0.973
0.423
1.595
2.599
1.415
2.889
0.038
1.34
2.102
1.525
1.036
1.896
0.336
1.58
1.002
2.397
1.44
2.633
0.988
1.251
2.532
2.21
1.136
0.078
0.363
2.73
0.841
0.113
1.07
1.466
2.733
0.815
0.331
2.002
2.804
2.339
1.479
0.973
0.027
0.151
0.378
1.308
0.997
3.365
0.452
1.257
0.01
1.766
0.025
2.847
1.402
0.118
2.846
1.203
2.617
2.715
0.116
0.855
1.45
0.327
2.311
1.443
2.049
2.069
2.806
0.339
2.363
2.754
1.562
1.343
1.329
0.972
1.511
0.579
1.398
2.481
0.992
1.432
1.925
2.927
2.065
2.653
1.525
2.518
1.051
1.126
0.809
2.706
2.468
1.07
1.561
1.414
0.431
0.436
2.093
0.423
0.912
2.527
1.862
0.155
2.541
0.842
0.59
2.568
0.093
0.308
0.972
1.737
0.874
2.625
1.195
1.206
0.341
0.102
0.144
2.348
1.021
1.633
2.225
0.916
0.323
2.791
0.049
2.698
0.01
0.845
1.149
1.675
1.561
0.139
1.602
0.986
0.96
2.617
2.525
1.492
2.8
1.043
2.6
1.511
2.74
3.012
1.956
1.011
1.125
0.532
1.009
2.204
1.405
2.863
2.87
3.517
1.007
0.121
1.832
2.159
2.574
2.179
2.662
0.353
1.331
0.09
1.453
2.325
0.812
2.1
1.38
1.618
1.685
0.349
2.439
0.458
2.399
0.124
0.875
2.953
1.25
2.658
0.125
2.928
1.493
1.273
0.439
0.046
0.481
1.905
0.167
0.933
2.665
1.566
1.49
1.304
0.425
1.234
0.628
1.797
0.347
0.383
0.985
0.157
2.496
1.518
0.902
2.854
2.255
0.098
1.546
1.015
0.465
1.343
2.685
0.01
0.658
0.052
3.131
2.246
2.053
1.049
1.162
0.594
1.428
1.673
2.551
0.412
1.069
1.57
1.547
1.256
0.441
2.678
1.738
2.849
2.62
3.659
1.041
0.111
1.899
2.211
2.684
2.751
0.359
0.073
2.415
2.163
2.995
3.003
1.452
1.523
1.547
0.365
1.426
1.83
2.811
0.039
1.135
1.646
1.654
1.732
0.16
0.868
2.931
0.907
0.417
1.056
0.484
1.361
0.15
3.095
0.951
2.738
0.169
1.968
2.769
2.553
0.483
0.369
1.036
0.116
0.944
3.069
1.095
1.252
2.522
0.04
1.526
0.072
0.883
0.472
0.448
1.082
1.595
0.154
3.76
0.351
1.595
2.239
1.701
1.791
0.124
2.51
2.938
0.013
2.68
1.109
2.337
1.458
1.379
2.821
1.681
3.07
1.207
2.289
0.902
2.762
1.701
1.944
0.122
1.106
2.772
2.04
0.941
1.365
1.611
3.138
2.637
1.484
1.423
1.098
2.763
0.158
2.342
0.499
0.425
0.13
1.736
0.564
2.648
1.254
0.01
0.522
0.361
1.577
2.989
2.595
3.081
1.005
0.638
0.953
1.182
1.1
2.849
2.062
0.123
3.145
0.466
1.947
2.869
0.395
2.831
1.149
1.554
3.01
3.234
1.057
1.531
1.951
0.415
3.245
1.354
2.805
0.126
1.397
0.491
0.11
0.957
1.584
3.164
3.038
1.999
1.557
0.923
2.173
1.768
1.744
2.83
3.063
1.443
3.145
2.665
1.543
1.472
3.175
2.4
0.908
2.754
2.944
0.099
2.61
1.002
1.799
0.684
1.764
0.028
1.31
1.722
0.139
2.817
2.046
0.399
0.41
1.123
2.348
0.533
0.182
2.949
2.808
1.052
1.195
2.925
1.663
2.281
1.147
2.36
0.454
0.082
2.507
1.19
0.01
1.088
2.665
0.127
1.093
0.388
3.132
0.518
0.645
2.886
1.623
1.49
0.364
1.016
0.918
0.01
1.21
1.598
3.79
1.665
2.635
2.963
1.173
0.971
3.225
0.496
2.932
3.072
0.636
3.161
0.412
2.705
0.136
2.879
2.836
1.059
1.557
0.025
1.608
1.235
0.037
3.034
3.341
1.052
2.17
0.507
1.337
1.056
2.922
0.664
1.58
1.009
0.378
1.777
1.574
1.638
0.165
2.854
0.141
2.367
0.433
1.13
0.489
1.736
3.225
1.481
0.305
1.393
1.676
1.342
0.403
0.129
1.143
0.466
0.981
1.942
1.603
2.094
2.69
1.254
1.986
1.735
1.739
3.183
2.887
1.392
0.21
3.874
1.481
0.924
0.044
2.399
1.13
0.975
2.37
2.975
2.558
0.119
0.098
2.299
1.807
2.758
2.842
0.986
2.016
3.038
3.242
0.511
1.661
1.159
2.42
2.918
0.401
2.638
1.178
2.977
0.604
0.401
0.487
0.386
2.991
0.055
1.257
1.101
1.731
1.688
2.758
2.174
3.139
3.406
1.037
2.718
3.295
3.13
1.815
2.915
1.536
2.473
3.061
1.875
1.756
3.299
1.013
1.43
0.964
0.513
2.882
0.168
1.136
1.163
0.528
0.162
3.953
1.119
0.082
0.125
0.109
3.014
1.046
0.374
1.485
3.23
1.285
1.762
1.464
1.768
1.647
0.019
0.68
1.188
1.564
2.785
1.652
0.143
0.456
1.616
0.171
2.008
1.371
1.646
2.2
0.01
2.438
2.379
0.5
1.157
2.485
0.969
1.815
2.856
3.398
0.435
0.65
0.148
0.101
3.023
1.938
3.99
2.02
0.132
3.131
1.806
0.048
0.956
3.285
1.895
0.436
0.414
0.698
1.383
0.157
2.083
1.291
2.243
1.168
2.948
0.01
1.15
3.178
1.65
1.699
2.991
3.425
1.092
0.558
2.785
2.466
1.549
1.489
1.792
1.711
0.519
3.3
0.996
3.061
3.225
0.08
1.081
3.402
3.047
0.044
1.177
1.48
1.281
2.212
2.8
1.01
1.564
0.159
2.822
1.733
2.511
0.489
2.426
1.629
0.385
2.622
1.752
1.19
0.149
0.418
1.694
3.076
1.195
1.412
2.995
2.897
1.199
1.196
1.431
1.077
3.328
0.712
3.158
1.855
1.297
1.692
0.171
0.531
0.564
1.652
0.627
2.764
0.393
0.418
3.316
3.082
0.437
2.201
3.226
1.885
1.257
1.514
0.482
0.133
2.843
1.723
1.083
1.854
1.793
3.384
2.537
1.497
3.065
1.568
0.053
2.517
3.018
1.369
1.073
2.84
2.982
2.23
1.812
3.493
2.502
0.99
1.162
0.121
1.664
1.769
0.999
0.181
3.158
2.441
1.568
1.131
0.452
2.649
0.018
4.005
0.514
1.736
2.979
1.932
0.132
0.032
1.203
3.365
2.082
1.282
0.151
3.028
0.364
1.01
0.2
3.15
2.108
2.862
1.199
3.3
1.619
3.147
1.667
0.071
1.748
3.473
2.605
0.441
0.142
0.038
3.278
3.148
0.741
0.506
2.138
1.401
1.208
1.321
1.193
2.886
1.104
3.056
2.349
0.554
0.167
3.576
2.856
0.01
3.097
1.156
1.138
1.722
1.518
3.354
0.464
1.579
2.508
3.053
2.572
2.149
1.006
0.416
0.201
0.124
1.237
1.064
1.484
1.087
0.635
1.751
2.989
1.692
1.878
1.862
3.242
3.054
1.509
4.116
2.253
3.397
0.388
3.467
0.413
0.124
1.924
0.533
1.968
3.081
1.27
2.517
1.007
0.048
1.789
0.149
1.835
1.823
2.729
0.528
1.311
2.932
1.89
1.316
4.171
0.042
2.314
1.543
3.539
0.559
2.556
1.62
1.697
1.795
2.772
3.267
1.167
2.509
3.582
1.18
0.182
0.481
0.382
1.073
1.461
1.566
3.161
3.145
1.821
1.877
2.562
0.185
0.542
1.303
3.467
3.339
1.932
2.954
0.438
2.258
3.079
2.843
1.581
2.555
0.139
1.95
0.015
3.132
0.14
3.425
1.086
1.172
0.781
1.198
0.671
1.115
3.249
1.46
0.543
0.438
1.329
1.744
1.218
3.077
1.136
0.965
0.977
3.08
0.175
2.103
1.703
0.047
3.42
1.932
0.521
0.436
3.002
0.116
2.177
0.139
1.747
3.213
1.777
0.429
2.417
2.082
2.228
0.54
1.818
0.157
3.152
4.278
1.901
1.192
0.195
1.268
0.478
3.569
1.045
0.124
3.385
0.01
2.244
1.943
3.728
3.304
3.16
0.687
3.08
1.256
2.635
1.976
1.37
3.523
3.501
1.292
2.674
0.421
0.128
3.189
1.671
1.109
1.589
1.982
1.475
3.401
0.59
0.028
1.828
1.838
0.611
0.169
0.559
2.359
1.132
2.972
3.163
0.422
2.623
1.359
1.797
3.275
1.281
0.778
2.99
0.122
1.664
1.259
1.546
0.01
1.734
3.23
1.751
2.537
1.815
0.423
3.237
2.819
1.024
1.619
0.189
3.595
1.088
2.938
1.165
0.094
1.328
3.471
3.649
1.228
1.112
1.277
2.005
0.765
3.298
1.163
3.537
0.6
0.069
3.002
0.512
0.447
3.297
0.033
3.185
1.826
1.063
2.632
1.849
0.385
0.152
1.094
1.56
3.228
1.888
0.164
0.57
2.347
3.027
0.418
2.669
1.835
1.243
3.027
3.323
1.67
1.258
2.812
1.593
3.642
0.558
1.649
1.65
2.711
0.451
3.387
